_id,ltable_ID,rtable_ID,ltable_Title,ltable_Developer,ltable_Publisher,ltable_Platform,ltable_Genre,ltable_Rating,ltable_ReleaseDate,ltable_CleanRDate,rtable_Title,rtable_Developer,rtable_Publisher,rtable_Platform,rtable_Genre,rtable_Rating,rtable_ReleaseDate,rtable_CleanRDate,Prediction
12246,a8393,b8080,Warhammer 40000: Dawn of War II - Chaos Rising,Relic,Sega|THQ,Linux|Macintosh|PC,Strategy|Real-Time,8.5,10 Mar 2010,2010-03-10,Warhammer 40000: Dawn of War II - Chaos Rising,Relic Entertainment,THQ,PC,Real-time strategy,7.8,11 March 2010,2010-03-11,1.0
12249,a8394,b8081,Warhammer 40000: Dawn of War II - Retribution,Relic,Sega|THQ,Linux|Macintosh|PC,Real-Time|Strategy,8.3,28 Feb 2011,2011-02-28,Warhammer 40000: Dawn of War II - Retribution,Relic Entertainment,THQ,PC,Tactical role-playing|Real-time tactics,7.4,01 March 2011,2011-03-01,1.0
12252,a8395,b8078,Warhammer 40000: Dawn of War II,Relic,Sega|THQ,Linux|Macintosh|PC,Real-Time|Strategy,8.2,18 Feb 2009,2009-02-18,Warhammer 40000: Dawn of War II,Relic Entertainment,THQ,Linux|PC,Tactical role-playing|Real-time tactics|Real-time strategy,7.9,19 February 2009,2009-02-19,1.0
12254,a8396,b8079,Warhammer 40000: Dawn of War III,Relic,Sega|Koch Media,Linux|Macintosh|PC,Real-Time|Strategy,5.0,27 Apr 2017,2017-04-27,Warhammer 40000: Dawn of War III,Relic Entertainment,Sega,PC,Top-Down|Real-Time|Strategy,6.1,27 April 2017,2017-04-27,1.0
12256,a8397,b8083,Warhammer 40000: Dawn of War - Soulstorm,Iron Lore Entertainment,THQ|Focus Multimedia|ak tronic,PC,Strategy|Real-Time,8.0,4 Mar 2008,2008-03-04,Warhammer 40000: Dawn of War - Soulstorm,Relic Entertainment|Iron Lore Entertainment,THQ,PC,Real-time strategy,7.3,04 March 2008,2008-03-04,1.0
12258,a8398,b8084,Warhammer 40000: Dawn of War - Winter Assault,Relic,THQ,PC,Real-Time|Strategy,8.8,21 Sep 2005,2005-09-21,Warhammer 40000: Dawn of War - Winter Assault,Relic Entertainment,THQ,PC,Real-time strategy,7.6,23 September 2005,2005-09-23,1.0
12259,a8399,b8077,Warhammer 40000: Dawn of War,Relic,THQ|ak tronic,PC,Strategy|Real-Time,9.0,20 Sep 2004,2004-09-20,Warhammer 40000: Dawn of War,Relic Entertainment,THQ,PC,Real-Time|Strategy,7.8,20 September 2004,2004-09-20,1.0
12265,a8401,b8085,Warhammer 40000: Kill Team,Nomad Games|THQ Warrington,Sega|THQ,PC|PlayStation 3|Xbox 360,3D|Action|Shooter|Third-Person,7.3,13 Jul 2011,2011-07-13,Warhammer 40000: Kill Team,THQ,THQ,PC|PlayStation 3|Xbox 360,Third-Person Shooter,6.3,13 July 2011,2011-07-13,1.0
12269,a8403,b8086,Warhammer 40000: Space Marine,Relic,THQ|CyberFront,PC|PlayStation 3|Xbox 360,Third-Person|3D|Action|Shooter,7.9,5 Sep 2011,2011-09-05,Warhammer 40000: Space Marine,Relic Entertainment,THQ,OnLive|PC|PlayStation 3|Xbox 360,,7.3,05 September 2011,2011-09-05,1.0
12274,a8408,b8087,Warhammer: End Times - Vermintide,Fatshark AB|Nordic Games Publishing,Nordic Games Publishing|Fatshark AB,PC|PlayStation 4|Xbox One,Shooter|Tactical|Action|First-Person,7.2,23 Oct 2015,2015-10-23,Warhammer: End Times - Vermintide,Fatshark,Fatshark,PC,First-Person|Shooter,6.3,23 October 2015,2015-10-23,1.0
12284,a8412,b8089,WarHawk,Incognito Inc.,SCEI|SCEE|SCEA|SCE Korea|SCE Australia,PlayStation 3,Flight|Simulation,8.6,28 Aug 2007,2007-08-28,Warhawk (2007),Incognito Entertainment|SCE Santa Monica Studio,Sony Computer Entertainment,PlayStation 3,Third-Person|Shooter,7.7,28 August 2007,2007-08-28,1.0
12285,a8413,b8097,Wario Land 3,Nintendo,Nintendo,Game Boy Color,Action|2D|Platformer,8.8,May 2000,2000-05-01,Wario Land 3,Nintendo R&amp;D1,Nintendo,Game Boy Color|Nintendo 3DS,Action|Adventure,7.8,01 May 2000,2000-05-01,1.0
12287,a8414,b8098,Wario Land 4,Nintendo,Nintendo|iQue,Game Boy Advance,2D|Platformer|Action,8.4,18 Nov 2001,2001-11-18,Wario Land 4,Nintendo R&amp;D1,Nintendo,Emulated|Game Boy Advance|Nintendo 3DS|Nintendo DS|Wii U,Action|Adventure,7.8,18 November 2001,2001-11-18,1.0
12289,a8415,b8099,Wario Land II,Nintendo,Nintendo,Game Boy|Game Boy Color,2D|Action|Platformer,8.4,2 Mar 1998,1998-03-02,Wario Land II,Nintendo R&amp;D1,Nintendo,Game Boy|Game Boy Advance|Game Boy Color|Nintendo 3DS,Action|Adventure,7.5,02 March 1998,1998-03-02,1.0
12290,a8416,b8100,Wario Land: Shake It!,Good-Feel,Nintendo,Wii,Action|2D|Platformer,7.8,22 Sep 2008,2008-09-22,Wario Land: Shake It!,Good-Feel,Nintendo,Wii,Platform,7.5,22 September 2008,2008-09-22,1.0
12292,a8417,b8102,Wario: Master of Disguise,Suzak,Nintendo,DS,2D|Platformer|Action,6.5,5 Mar 2007,2007-03-05,Wario: Master of Disguise,Suzak,Nintendo,Nintendo DS,Platforming,6.3,05 March 2007,2007-03-05,1.0
12294,a8418,b8103,Wario World,Treasure,Nintendo,GameCube,Platformer|Action|3D,7.2,24 Jun 2003,2003-06-24,Wario World,Treasure,Nintendo,Nintendo GameCube,Platforming,7.0,23 June 2003,2003-06-23,1.0
12295,a8419,b8104,Wario's Woods,Nintendo|Intelligent Systems,Nintendo,NES|Super Nintendo,Puzzle,7.7,10 Dec 1994,1994-12-10,Wario's Woods,Nintendo R&amp;D1,Nintendo,NES|Super Nintendo,Puzzle,7.8,10 December 1994,1994-12-10,1.0
12299,a842,b870,Bomberman 64,Hudson,Nintendo|Konami|Hudson|Hudson Soft,Nintendo 64,Platformer|Action|3D,7.3,30 Nov 1997,1997-11-30,Bomberman 64,Hudson Soft Mytischi filial,Nintendo,Nintendo 64,Platformer,6.8,01 December 1997,1997-12-01,1.0
12302,a8420,b8090,WarioWare D.I.Y.,Intelligent Systems,Nintendo,DS,Miscellaneous,8.3,28 Mar 2010,2010-03-28,WarioWare D.I.Y.,Nintendo SPD Group No.1|Intelligent Systems,Nintendo,Nintendo DS,Action,7.5,28 March 2010,2010-03-28,1.0
12303,a8421,b8091,WarioWare Inc.: Mega Microgame$!,Nintendo,Nintendo|iQue,Game Boy Advance,Party/Minigame,9.0,26 May 2003,2003-05-26,WarioWare Inc.: Mega Microgames!,Nintendo R&amp;D1,Nintendo,Emulated|Game Boy Advance|Nintendo 3DS|Nintendo DS|Wii U,Action,7.8,26 May 2003,2003-05-26,1.0
12306,a8422,b8092,WarioWare Inc.: Mega Party Game$!,Nintendo,Nintendo,GameCube,Puzzle,7.9,6 Apr 2004,2004-04-06,WarioWare Inc.: Mega Party Games!,Nintendo R&amp;D1,Nintendo,Nintendo GameCube,Party,7.7,05 April 2004,2004-04-05,1.0
12307,a8423,b8093,WarioWare: Smooth Moves,Intelligent Systems,Nintendo,Wii,Party/Minigame,8.4,15 Jan 2007,2007-01-15,WarioWare: Smooth Moves,Nintendo SPD Group No. 1|Intelligent Systems,Nintendo,Wii|Wii U,Party,7.7,15 January 2007,2007-01-15,1.0
12309,a8425,b8094,WarioWare: Touched!,Intelligent Systems,Nintendo|iQue,DS,Puzzle,8.3,14 Feb 2005,2005-02-14,WarioWare: Touched!,Nintendo SPD Group No. 1|Intelligent Systems,Nintendo,Nintendo 3DS|Nintendo DS|Wii U,Action,7.4,14 February 2005,2005-02-14,1.0
12312,a8426,b8095,WarioWare: Twisted!,Nintendo,Nintendo,Game Boy Advance,Puzzle,8.9,23 May 2005,2005-05-23,WarioWare: Twisted!,Nintendo SPD Group No. 1|Intelligent Systems,Nintendo,Game Boy Advance,Action,7.8,23 May 2005,2005-05-23,1.0
12319,a843,b871,Bomberman '93,Hudson,Hudson Soft|Hudson|Turbo Technologies|Inc.|Konami,TurboGrafx-16,Action|Puzzle,7.9,1993,1993-01-01,Bomberman '93,Hudson Soft,Interchannel,TurboGrafx-16|Wii,Puzzle,6.8,1993,1993-01-01,1.0
12322,a8435,b8107,Warp,Trapdoor,Electronic Arts,PC|PlayStation 3|Xbox 360,Action,7.0,15 Feb 2012,2012-02-15,Warp,Trapdoor,Electronic Arts,PC|PlayStation 3|Xbox 360,Action,7.3,15 February 2012,2012-02-15,1.0
12330,a8442,b8110,Warriors Orochi 2,Omega Force,Koei|Koei Tecmo Games,PlayStation 2|PSP|Xbox 360,Action|3D|Beat-'Em-Up,7.7,23 Sep 2008,2008-09-23,Warriors Orochi 2,Koei|Omega Force,Koei,PlayStation 2|Xbox 360,Hack and Slash,7.7,23 September 2008,2008-09-23,1.0
12331,a8443,b8109,Warriors Orochi,Omega Force|Koei Canada,Koei|Koei Tecmo Games|SCEA,PC|PlayStation 2|PSP|Xbox 360,3D|Beat-'Em-Up|Action,7.9,18 Sep 2007,2007-09-18,Warriors Orochi,Koei|Omega Force,Koei,PC|PlayStation 2|Xbox 360,Hack and Slash,7.8,18 September 2007,2007-09-18,1.0
12333,a8448,b8115,Wasteland 2,InXile Entertainment,Deep Silver|InXile Entertainment|Koch Media|Spike Chunsoft,Linux|Macintosh|PC|PlayStation 4|Xbox One,Role-Playing,8.2,19 Sep 2014,2014-09-19,Wasteland 2,InXile Entertainment,InXile Entertainment,PC|PlayStation 4|Xbox One,Role-Playing,7.8,13 September 2014,2014-09-13,1.0
12334,a8449,b8118,Watch Dogs 2,Ubisoft Montreal,Ubisoft,PC|PlayStation 4|Xbox One,Action|Adventure,7.3,15 Nov 2016,2016-11-15,Watch Dogs 2,Ubisoft Montreal,Ubisoft,PC|PlayStation 4|Xbox One,Third-Person|Action|Open World|Shooter,7.9,15 November 2016,2016-11-15,1.0
12340,a845,b873,Bomberman Fantasy Race,Graphic Research,Hudson|Virgin Interactive|ATLUS|SCEA,PlayStation,Arcade|Driving/Racing,7.2,31 Mar 1999,1999-03-31,Bomberman Fantasy Race,Graphic Research Inc.,JP: Hudson Soft|NA: Atlus|EU: Virgin Interactive,PlayStation,Racing,6.6,31 March 1999,1999-03-31,1.0
12343,a8450,b8117,Watch Dogs,Ubisoft Montreal|Ubisoft|Ubisoft Romania,Ubisoft,PC|PlayStation 3|PlayStation 4|Wii U|Xbox 360|Xbox One,Action|Adventure,7.4,26 May 2014,2014-05-26,Watch Dogs,Ubisoft Montreal,Ubisoft,PC|PlayStation 3|PlayStation 4|Wii U|Xbox 360|Xbox One,Third-Person|Action|Adventure|Open World|Sandbox|Shooter|Stealth,7.3,27 May 2014,2014-05-27,1.0
12349,a8453,b8121,Watchmen: The End Is Nigh,Deadline Games,Warner Bros. Interactive Entertainment,PC|PlayStation 3|Xbox 360,2D|Action|Beat-'Em-Up,7.0,4 Mar 2009,2009-03-04,Watchmen: The End Is Nigh - Part 1,Deadline Games,Warner Bros. Interactive Entertainment,PC|PlayStation 3|Xbox 360,Action,5.6,04 March 2009,2009-03-04,1.0
12350,a8453,b8122,Watchmen: The End Is Nigh,Deadline Games,Warner Bros. Interactive Entertainment,PC|PlayStation 3|Xbox 360,2D|Action|Beat-'Em-Up,7.0,4 Mar 2009,2009-03-04,Watchmen: The End Is Nigh - Part 2,Deadline Games,Warner Bros. Interactive Entertainment,PC|PlayStation 3|Xbox 360,Action,4.4,30 July 2009,2009-07-30,1.0
12352,a8457,b8123,Wave Race 64,Nintendo,Nintendo|Playtronic,Nintendo 64,Arcade|Driving/Racing,8.3,1 Nov 1996,1996-11-01,Wave Race 64,Nintendo EAD,Nintendo,Nintendo 64,Racing,8.1,05 November 1996,1996-11-05,1.0
12355,a8458,b8124,Wave Race: Blue Storm,Nintendo Software Technology,Nintendo,GameCube,Driving/Racing|Arcade,7.9,17 Nov 2001,2001-11-17,Wave Race: Blue Storm,NST,Nintendo,Nintendo GameCube,Racing,6.1,18 November 2001,2001-11-18,1.0
12356,a846,b874,Bomberman Generation,Hudson,Hudson|VU Games|Majesco Games,GameCube,Third-Person|Adventure|3D,7.9,3 Jun 2002,2002-06-03,Bomberman Generation,Game Arts,Hudson Soft|Majesco Games|Vivendi Universal,Nintendo GameCube,Action|Adventure,7.4,03 June 2002,2002-06-03,1.0
12357,a8460,b8129,Way of the Samurai 2,Acquire|Spike,Capcom|Spike|Spike Chunsoft,PlayStation 2|PSP,Action|Adventure,8.0,7 Jul 2004,2004-07-07,Way of the Samurai 2,Acquire,Capcom,PlayStation 2,Action|Adventure,7.7,21 May 2004,2004-05-21,1.0
12359,a8461,b8130,Way of the Samurai 3,UFO Interactive|Acquire,UFO Interactive|Ghostlight|Spike|Gamebridge|Agetec Inc.,iOS (iPhone/iPad)|PC|PlayStation 3|Xbox 360,Action|Adventure,7.2,4 Sep 2009,2009-09-04,Way of the Samurai 3,Acquire,JP: Spike|NA: Agetec (PS3)|NA: UFO Interactive Games (Xbox 360)|EU: Gamebridge,PC|PlayStation 3|Xbox 360,Action-adventure,7.2,13 October 2009,2009-10-13,1.0
12360,a8462,b8131,Way of the Samurai 4,Acquire,Ghostlight|Spike|Xseed Games|NIS America,PC|PlayStation 3,Adventure|Action,7.5,21 Aug 2012,2012-08-21,Way of the Samurai 4,Acquire,XSEED Games|NIS America,PC|PlayStation 3,Action|Adventure,6.9,21 March 2012,2012-03-21,1.0
12361,a8463,b8128,Way of the Samurai,Acquire|Spike,Eidos Interactive|Spike|Bam Entertainment|Spike Chunsoft,PlayStation 2|PSP,Adventure|Action,8.0,31 May 2002,2002-05-31,Way of the Samurai,Acquire,Spike (JP)|BAM! Entertainment (NA)|Eidos Interactive (PAL),PlayStation 2,Action|Adventure|Role-Playing,7.2,05 May 2002,2002-05-05,1.0
12363,a8469,b8017,WCW/nWo Revenge,Aki Corp.,THQ,Nintendo 64,Wrestling|Action|Fighting,8.2,October 1998,1998-10-01,WCW/nWo Revenge,Asmik Ace Entertainment|AKI Corporation,THQ,Nintendo 64,Fighting,8.5,26 October 1998,1998-10-26,1.0
12369,a847,b875,Bomberman Hero,AI,Hudson|Nintendo|Hudson Entertainment,Nintendo 64,3D|Platformer|Action,7.3,1 Sep 1998,1998-09-01,Bomberman Hero,Hudson Soft Mytischi filial,Nintendo,Nintendo 64,Action,7.6,01 September 1998,1998-09-01,1.0
12374,a8471,b8016,WCW vs. nWo: World Tour,Aki Corp.,THQ,Nintendo 64,Wrestling|Fighting|Action,7.4,30 Nov 1997,1997-11-30,WCW vs. nWo: World Tour,Asmik Ace Entertainment|AKI Corporation,THQ,Nintendo 64,Fighting,7.4,28 November 1997,1997-11-28,1.0
12377,a8474,b8134,We Love Katamari,Now Production,Electronic Arts|Bandai Namco Games|Namco|SCE Korea,PlayStation 2,Action,8.7,20 Sep 2005,2005-09-20,We Love Katamari,Namco|NOW Production,Namco|Electronic Arts,PlayStation 2,Third-person|Puzzle|Action,8.5,20 September 2005,2005-09-20,1.0
12379,a8479,b8142,Wet,Artificial Mind and Movement,Bethesda Softworks,PlayStation 3|Xbox 360,Third-Person|3D|Action|Shooter,7.2,15 Sep 2009,2009-09-15,Wet,Artificial Mind and Movement,Bethesda Softworks,PlayStation 3|Xbox 360,Third-person shooter|action,6.4,15 September 2009,2009-09-15,1.0
12380,a8483,b8143,What Remains of Edith Finch,Giant Sparrow,Annapurna Interactive|Sony Interactive Entertainment,PC|PlayStation 4|Xbox One,Adventure|First-Person|3D,7.7,25 Apr 2017,2017-04-25,What Remains of Edith Finch,Giant Sparrow,Annapurna Pictures,PC|PlayStation 4|Xbox One,Adventure,8.4,25 April 2017,2017-04-25,1.0
12389,a8488,b8145,Wheelman,Tigon|Midway Studios - Newcastle,Focus Multimedia|Midway|Ubisoft,PC|PlayStation 3|Xbox 360,Driving/Racing|Arcade,6.8,24 Mar 2009,2009-03-24,Wheelman,Midway Studios - Newcastle|Tigon Studios,Midway Games|Ubisoft,PC|PlayStation 3|Xbox 360,Action-adventure|Driving|Sandbox,5.8,24 March 2009,2009-03-24,1.0
12394,a8495,b8152,Whispering Willows,Night Light Interactive|LOOT Interactive|Abstraction Games,Night Light Interactive|LOOT Interactive|Abstraction Games,Android|iOS (iPhone/iPad)|Linux|Macintosh|Ouya|PC|PlayStation 4|PlayStation Vita|Wii U|Xbox One,Adventure,8.1,27 May 2014,2014-05-27,Whispering Willows,Night Light Interactive,Night Light Interactive,PC|PlayStation 4|PlayStation Vita|Xbox One,Adventure,6.7,27 May 2014,2014-05-27,1.0
12396,a8496,b8154,White Knight Chronicles II,Level 5,SCEE|D3Publisher|SCEI,PlayStation 3,Role-Playing|Action,8.0,13 Sep 2011,2011-09-13,White Knight Chronicles II,Level-5|SCE Japan Studio,JP: SCEJ|EU: SCEE|NA: D3 Publisher,PlayStation 3,Role-playing,7.1,13 September 2011,2011-09-13,1.0
12400,a8497,b8153,White Knight Chronicles International Edition,Level 5,SCEE|SCEI|SCE Australia|SCEA,PlayStation 3,Role-Playing|Action,7.7,2 Feb 2010,2010-02-02,White Knight Chronicles,Level-5|SCE Japan Studio,Sony Computer Entertainment,PlayStation 3,Console RPG,7.1,02 February 2010,2010-02-02,1.0
12403,a8498,b8156,White Night,Playdigious|OSome Studio,Playdigious|Activision,iOS (iPhone/iPad)|Linux|Macintosh|PC|PlayStation 4|Xbox One,Action|Adventure|Survival|3D,7.7,3 Mar 2015,2015-03-03,White Night,OSome Studio,Activision,PC|PlayStation 4|Xbox One,Adventure,5.2,03 March 2015,2015-03-03,1.0
12404,a85,b139,Ace Attorney Investigations: Miles Edgeworth,Capcom,Capcom,Android|DS|iOS (iPhone/iPad),Adventure,8.5,16 Feb 2010,2010-02-16,Ace Attorney Investigations: Miles Edgeworth,Capcom,Capcom,Emulated|Nintendo 3DS|Nintendo DS,Adventure,7.8,16 February 2010,2010-02-16,1.0
12410,a8504,b8162,Wii Fit Plus,Nintendo,Nintendo,Wii,Fitness,8.0,4 Oct 2009,2009-10-04,Wii Fit Plus,Nintendo EAD Group No. 5,Nintendo,Wii,Fitness,6.6,04 October 2009,2009-10-04,1.0
12411,a8505,b8161,Wii Fit,Nintendo,Nintendo,Wii,Fitness,7.8,19 May 2008,2008-05-19,Wii Fit,Nintendo EAD,Nintendo,Wii,Fitness,6.5,21 May 2008,2008-05-21,1.0
12414,a8506,b8164,Wii Music,Nintendo,Nintendo,Wii,Music/Rhythm,6.1,20 Oct 2008,2008-10-20,Wii Music,Nintendo EAD,Nintendo,Wii,Music,5.0,20 October 2008,2008-10-20,1.0
12416,a8507,b8165,Wii Party U,Nd Cube,Nintendo,Wii U,Party/Minigame,7.1,25 Oct 2013,2013-10-25,Wii Party U,Nd Cube|Nintendo SPD Group No.4,Nintendo,Wii U,Party,6.7,25 October 2013,2013-10-25,1.0
12418,a8510,b8166,Wii Play,Nintendo,Nintendo,Wii,Party/Minigame,6.3,12 Feb 2007,2007-02-12,Wii Play,Nintendo EAD,Nintendo,Wii,Party,6.0,12 February 2007,2007-02-12,1.0
12423,a8512,b8168,Wii Sports Resort,Nintendo,Nintendo,Wii,Sports,8.3,26 Jul 2009,2009-07-26,Wii Sports Resort,Nintendo EAD,Nintendo,Wii,,7.7,26 July 2009,2009-07-26,1.0
12426,a8513,b8167,Wii Sports,Nintendo,Nintendo,Wii,Sports,8.1,19 Nov 2006,2006-11-19,Wii Sports,Nintendo EAD,Nintendo,Wii,Party|Sports,7.2,19 November 2006,2006-11-19,1.0
12428,a8516,b8170,Wild ARMs 2,Media Vision,SCEA|SCEI,PlayStation,Role-Playing,8.1,30 Apr 2000,2000-04-30,Wild Arms 2,Media.Vision,Sony Computer Entertainment,PlayStation|PlayStation Vita|PSP,Western steampunk role-playing game,7.8,30 April 2000,2000-04-30,1.0
12429,a8517,b8171,Wild Arms 3,Contrail|Media Vision,SCEA|Ubisoft|SCEI|Sony Interactive Entertainment,PlayStation 2|PlayStation 4,Role-Playing,8.0,15 Oct 2002,2002-10-15,Wild Arms 3,Media.Vision,Sony Computer Entertainment,PlayStation 2|PlayStation 4,Western|Steampunk|role-playing,7.9,15 October 2002,2002-10-15,1.0
12430,a8518,b8172,Wild Arms 4,Media Vision,505 Game Street|SCEI|Xseed Games,PlayStation 2,Role-Playing,8.2,10 Jan 2006,2006-01-10,Wild Arms 4,Media.Vision,SCEI (JP)|XSEED Games (NA)|505 Games (PAL),PlayStation 2,Role-playing,7.3,10 January 2006,2006-01-10,1.0
12432,a8519,b8173,Wild ARMs 5,Media Vision,Xseed Games|505 Games|SCEI,PlayStation 2,Role-Playing,8.1,28 Aug 2007,2007-08-28,Wild Arms 5,Media.Vision,JPN: Sony Computer Entertainment|NA: XSEED Games|EU: 505 Games,PlayStation 2,,8.3,28 August 2007,2007-08-28,1.0
12437,a852,b876,Bomberman Live,Backbone Entertainment,Hudson Entertainment|Microsoft,Xbox 360,Action|Puzzle,8.2,18 Jul 2007,2007-07-18,Bomberman Live,Backbone Entertainment,Hudson Soft,Xbox 360,Action|Puzzle,7.0,18 July 2007,2007-07-18,1.0
12439,a8520,b8174,Wild Arms Alter Code: F,Media Vision,Agetec Inc.|SCEI,PlayStation 2,Role-Playing,8.4,15 Nov 2005,2005-11-15,Wild Arms Alter Code: F,Media.Vision,JP: SCEI|NA: Agetec,PlayStation 2,RPG,8.3,15 November 2005,2005-11-15,1.0
12441,a8522,b8169,Wild Arms,Media Vision,SCEA|SCEI|SCEE,PlayStation,Role-Playing,8.5,30 Apr 1997,1997-04-30,Wild Arms,Media.Vision,Sony Computer Entertainment|Inc.,PlayStation|PlayStation 3|PlayStation Vita|PSP,Role-playing,7.9,30 April 1997,1997-04-30,1.0
12446,a8531,b8177,Will Rock,Saber Interactive,Ubisoft,PC,Action|First-Person|Shooter|3D,6.7,9 Jun 2003,2003-06-09,Will Rock,Saber Interactive,Ubisoft,PC,First-person shooter,6.2,09 June 2003,2003-06-09,1.0
12447,a8535,b8178,WinBack: Covert Operations,Omega Force,Koei|Virgin Interactive|Midas Interactive Entertainment|SCEA,Nintendo 64|PlayStation 2,Third-Person|3D|Action|Shooter,7.6,30 Sep 1999,1999-09-30,WinBack: Covert Operations,Omega Force,Koei,Nintendo 64|PlayStation 2,Third-Person|Shooter,7.8,30 September 1999,1999-09-30,1.0
12448,a8536,b8180,Windward,Tasharen Entertainment,Tasharen Entertainment,Android|Linux|Macintosh|PC,Action,8.1,14 Oct 2012,2012-10-14,Windward,Tasharen Entertainment,Tasharen Entertainment,PC,Adventure|Role-Playing,5.0,12 May 2015,2015-05-12,1.0
12452,a8538,b8184,Wing Commander IV: The Price of Freedom,Lion Entertainment|Inc.|Electronic Arts,Electronic Arts|SCEA,Macintosh|PC|PlayStation,Simulation,8.8,31 Dec 1995,1995-12-31,Wing Commander IV: The Price of Freedom,Origin Systems,Electronic Arts,Mac|PC|PlayStation,Space combat simulator,8.4,1995,1995-01-01,1.0
12453,a8539,b8185,Wing Commander: Prophecy,Raylight Studios|Origin|Electronic Arts,Destination Software|Electronic Arts|Origin,Game Boy Advance|PC,Simulation,8.4,30 Nov 1997,1997-11-30,Wing Commander: Prophecy,Origin Systems|Raylight Studios (GBA),Electronic Arts|Destination Software (GBA),PC,Space Combat|Simulation,7.4,30 November 1997,1997-11-30,1.0
12465,a8545,b5336,Winning Eleven: Pro Evolution Soccer 2007,KCET|Konami,Konami,DS|PC|PlayStation 2|PSP|Xbox 360,Simulation|Soccer|Sports|Team-Based,8.3,6 Feb 2007,2007-02-06,Pro Evolution Soccer 6,Konami,Konami,PC|PlayStation 2|PSP|Xbox 360,Sports,8.5,06 February 2007,2007-02-06,1.0
12472,a8550,b8190,Wipeout 3,Psygnosis,Psygnosis|SCEI|SCEE,PlayStation,Arcade|Driving/Racing,8.3,31 Aug 1999,1999-08-31,Wipeout 3,Psygnosis,Psygnosis,PlayStation,Racing,8.3,30 September 1999,1999-09-30,1.0
12475,a8552,b8191,Wipeout Fusion,Studio Liverpool,Bam Entertainment|SCEE,PlayStation 2,Arcade|Driving/Racing,7.9,17 Jun 2002,2002-06-17,Wipeout Fusion,Sony Studio Liverpool,Sony Computer Entertainment,PlayStation 2,Racing,7.0,17 June 2002,2002-06-17,1.0
12476,a8553,b8192,Wipeout HD,Studio Liverpool,SCEI|SCEE|SCEA|SCE Australia,PlayStation 3,Arcade|Driving/Racing,8.4,25 Sep 2008,2008-09-25,Wipeout HD,SCE Studio Liverpool,SCEE,PlayStation 3|PlayStation 4,Racing,7.8,25 September 2008,2008-09-25,1.0
12481,a8555,b8194,Wipeout Pulse,Studio Liverpool,SCEE|SCEA|SCE Australia|SCEI,PlayStation 2|PSP,Driving/Racing|Arcade,8.3,12 Feb 2008,2008-02-12,Wipeout Pulse,Sony Studio Liverpool,Sony Computer Entertainment,PSP,Racing,8.0,12 February 2008,2008-02-12,1.0
12482,a8556,b8195,Wipeout Pure,Studio Liverpool,SCEA|SCEE|SCEI|SCE Australia,PSP,Arcade|Driving/Racing,8.6,16 Mar 2005,2005-03-16,Wipeout Pure,Sony Studio Liverpool,Sony Computer Entertainment,PlayStation Vita|PSP,Racing,7.9,24 March 2005,2005-03-24,1.0
12484,a8557,b8196,Wipeout XL,Psygnosis|Perfect Entertainment,Psygnosis|SCEI|SCEA|GameBank,PC|PlayStation|Saturn,Arcade|Driving/Racing,8.6,30 Sep 1996,1996-09-30,Wipeout XL / Wipeout 2097,Psygnosis,Psygnosis,PC|PlayStation,Racing,8.4,30 September 1996,1996-09-30,1.0
12486,a856,b877,Bomberman Party Edition,Metro,Hudson|Virgin Interactive|Vatical Entertainment|SCEA,PlayStation,Action|Puzzle,7.8,19 Sep 2000,2000-09-19,Bomberman Party Edition,Hudson Soft,Vatical Entertainment,PlayStation,Strategy,9.3,19 September 2000,2000-09-19,1.0
12488,a8560,b8199,Wizardry 8,Sir-Tech Software Inc.,Night Dive Studios|Sir-Tech Software Inc.,Macintosh|PC,Role-Playing,8.5,14 Nov 2001,2001-11-14,Wizardry 8,Sir-Tech,Sir-Tech,PC,,8.0,15 November 2001,2001-11-15,1.0
12489,a8564,b8201,Wizardry VII: Crusaders of the Dark Savant,Sir-Tech Software Inc.|Locus,ASCII Entertainment|Night Dive Studios|Sir-Tech Software Inc.|GoodTimes Entertainment|SCEI,FM Towns|Linux|Macintosh|PC|PlayStation,Role-Playing,7.6,1991,1991-01-01,Wizardry VII: Crusaders of the Dark Savant,Sir-tech Software,Sir-tech Software,PC,Role-Playing,9.0,1992,1992-01-01,1.0
12492,a8565,b8203,Wizards & Warriors,Heuristic Park,Activision,PC,Role-Playing,7.3,27 Sep 2000,2000-09-27,Wizards & Warriors,Rare,Acclaim|Jaleco,NES,Action|Platform,7.2,December 1987,1987-12-01,1.0
12494,a8567,b8208,Wolfenstein 3D,Logicware|Inc.|id Software|Stalker Entertainment|id Mobile|Infinity|Apogee Software|Ltd.|Nerve Software,Electronic Arts Victor|Interplay|Powerslave Software|Bam Entertainment|Atari Corporation|Mumin Corp.|Mac Play|Imagineer|Bethesda Softworks|Apogee Software|Ltd.|Activision|id Software,3DO|Acorn Archimedes|Game Boy Advance|Jaguar|Macintosh|Mobile|NEC PC98|Online/Browser|PC|PlayStation 3|Super Nintendo|Xbox 360,3D|Action|First-Person|Shooter,8.2,5 May 1992,1992-05-05,Wolfenstein 3D,id Software,Apogee Software,Atari Jaguar|Game Boy Advance|Mac|PC|PlayStation 3|Xbox 360|Xbox One,First-Person|Shooter,7.8,05 May 1992,1992-05-05,1.0
