_id,ltable_ID,rtable_ID,ltable_Title,ltable_Developer,ltable_Publisher,ltable_Platform,ltable_Genre,ltable_Rating,ltable_ReleaseDate,ltable_CleanRDate,rtable_Title,rtable_Developer,rtable_Publisher,rtable_Platform,rtable_Genre,rtable_Rating,rtable_ReleaseDate,rtable_CleanRDate,gold_label
519386,a3356,b4530,Hybrid (2012),5TH Cell,Microsoft Game Studios,Xbox 360,Action|Shooter|Tactical|Third-Person,7.2,8 Aug 2012,2012-08-08,Monopoly (2012),Sperasoft,PopCap,PC,Board Game,5.5,30 November 2012,2012-11-30,0
521552,a4552,b4541,Monster Hunter: World,Capcom,Capcom,PC|PlayStation 4|Xbox One,Role-Playing|Action,8.0,26 Jan 2018,2018-01-26,Monster Hunter Stories,Marvelous,Capcom|Nintendo,Nintendo 3DS,Role-Playing,8.3,08 September 2017,2017-09-08,0
524274,a4580,b4568,Mortal Kombat (2011),NetherRealm Studios,Warner Bros. Interactive Entertainment,PC|PlayStation 3|PlayStation Vita|Xbox 360,Action|2D|Fighting,8.9,19 Apr 2011,2011-04-19,Mortal Kombat (2011),NetherRealm Studios,Warner Bros. Interactive Entertainment,PC|PlayStation 3|PlayStation Vita|Xbox 360,Fighting,8.3,19 April 2011,2011-04-19,1
528071,a4674,b4628,Mutant Mudds,Renegade Kid,Renegade Kid|Rainy Frog|Limited Run Games,3DS|iOS (iPhone/iPad)|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Wii U,2D|Platformer|Action,7.1,26 Jan 2012,2012-01-26,Mutant Mudds,Renegade Kid,,iOS|Nintendo 3DS|PC,Platform,7.6,26 January 2012,2012-01-26,1
530449,a4814,b4652,NBA 2K12,2K Sports|Visual Concepts|Virtuos,2K Sports,iOS (iPhone/iPad)|PC|PlayStation 2|PlayStation 3|PSP|Wii|Xbox 360,Sports|Team-Based|Basketball|Simulation,8.4,4 Oct 2011,2011-10-04,NBA 2K13,Visual Concepts,2K Games,PC|PlayStation 3|Wii U|Xbox 360,Sports,7.8,02 October 2012,2012-10-02,0
536405,a4747,b4722,Naruto: Ninja Destiny,Takara Tomy,Takara Tomy|D3Publisher|Namco Bandai Games,DS,3D|Fighting|Action,6.7,26 Feb 2008,2008-02-26,Naruto: Clash of Ninja Revolution 2,Eighting,D3 Publisher,Wii,Action|Adventure,4.0,21 October 2008,2008-10-21,0
540011,a4770,b4742,Naruto: Uzumaki Chronicles 2,Racjin,Atari SA|Bandai Namco Games|Bandai|Namco Bandai Games,PlayStation 2,Action,7.6,4 Sep 2007,2007-09-04,Naruto: Ultimate Ninja 2,CyberConnect2,Namco Bandai Games,PlayStation 2,Fighting,6.8,12 June 2007,2007-06-12,0
554887,a55,b4868,7th Dragon III Code: VFD,Sega,Sega|Deep Silver,3DS,Role-Playing,10.0,12 Jul 2016,2016-07-12,Nioh - Dragon of the North DLC,,Sony Interactive Entertainment,PlayStation 4,,8.2,02 May 2017,2017-05-02,0
556506,a5173,b4893,Nuclear Dawn,Interwave Studios,Iceberg Interactive|Viva Media|LLC|Interwave Studios,Linux|Macintosh|PC,Action|First-Person|Shooter|3D,7.5,22 Sep 2011,2011-09-22,Nuclear Dawn,InterWave Studios,InterWave Studios,PC,Real-time strategy|First-person Shooter,6.7,26 September 2011,2011-09-26,1
566646,a799,b5015,Blood of the Werewolf,Scientifically Proven,Midnight City|Scientifically Proven,PC|PlayStation 3|Xbox 360,Platformer|2D|Action,5.8,28 Oct 2013,2013-10-28,Overcast - Walden and the Werewolf,Microblast Games,Microblast Games,PC,Survival Horror,2.8,18 April 2014,2014-04-18,0
576891,a3831,b5119,Legacy: Dark Shadows,Razbor Studios,GMX Media|Tri Synergy,PC,Third-Person|Adventure|3D,4.7,19 Nov 2004,2004-11-19,Perfect Dark Zero,Rare,Microsoft Game Studios,Xbox 360|Xbox One,First-person shooter|stealth,5.3,17 November 2005,2005-11-17,0
594955,a5609,b5296,Prey (2006),Human Head Studios|Venom Games,3D Realms|Aspyr|2K Games|Sold Out Software|Spike,Linux|Macintosh|PC|Xbox 360,Action|First-Person|Shooter|3D,7.9,11 Jul 2006,2006-07-11,Prey (2006),Human Head Studios|3D Realms|Venom Games,2K Games,PC|Xbox 360,First-Person|Shooter,7.4,11 July 2006,2006-07-11,1
612888,a5773,b5473,Radiant Historia,ATLUS,ATLUS|Deep Silver,3DS|DS,Role-Playing,8.6,22 Feb 2011,2011-02-22,Radiant Silvergun,Treasure,ESP (Saturn)|Microsoft Studios (XBLA),Sega Saturn|Xbox 360,Shooter,8.9,14 September 2011,2011-09-14,0
619238,a5873,b5546,Realms of the Haunting,Gremlin Interactive,Interplay|KISS Ltd.,PC,Action|Adventure|Survival|3D,8.6,31 Dec 1997,1997-12-31,Realms of the Haunting,Gremlin Interactive,Gremlin Interactive|Interplay|KISS|Funbox Media,PC,First-Person|Point-and-Click|Action|Adventure|Shooter|Survival|Survival Horror,7.5,31 December 1996,1996-12-31,1
619300,a3963,b5546,Lords of the Realm II,Impressions Games,Sierra Entertainment|Rebellion,PC,Strategy,8.3,31 Oct 1996,1996-10-31,Realms of the Haunting,Gremlin Interactive,Gremlin Interactive|Interplay|KISS|Funbox Media,PC,First-Person|Point-and-Click|Action|Adventure|Shooter|Survival|Survival Horror,7.5,31 December 1996,1996-12-31,0
626203,a5934,b5602,Resident Evil Outbreak,Capcom,Capcom,PlayStation 2,3D|Action|Adventure|Survival,7.6,31 Mar 2004,2004-03-31,Resident Evil: Dead Aim,Capcom Production Studio 3,Capcom,PlayStation 2,Action|Shooter,5.7,17 June 2003,2003-06-17,0
647256,a3100,b5789,Gunfighter: The Legend of Jesse James,Rebellion,Ubisoft,PlayStation,Light-Gun|Shooter|Action,6.3,30 Nov 2001,2001-11-30,Rygar: The Legendary Adventure,Tecmo|Team Tachyon,Tecmo,PlayStation 2|Wii,Action|Adventure,5.9,12 November 2002,2002-11-12,0
652669,a6192,b5866,Sam & Max: Season One,Telltale Games,Telltale Games|N3V Games Pty Ltd|GameTap|JoWooD Entertainment AG|The Adventure Company|DreamCatcher Interactive|Microsoft Game Studios,PC|Wii|Xbox 360,Adventure,8.1,15 Jun 2007,2007-06-15,Sam & Max 101: Culture Shock,Telltale Games,NA: The Adventure Company|EU: JoWooD Productions,PC|Wii|Xbox 360,Graphic adventure,7.3,17 October 2006,2006-10-17,0
673505,a925,b6043,Broken Sword 5: The Serpent's Curse,Revolution Software,Revolution Software|Koch Media|Deep Silver,Android|iOS (iPhone/iPad)|Linux|Macintosh|Mobile|PC|PlayStation 4|PlayStation Vita|Xbox One,Adventure,7.4,4 Dec 2013,2013-12-04,Shantae and the Pirate's Curse,WayForward Technologies|Inti Creates,,Nintendo 2DS|Nintendo 3DS|PC|PlayStation 4|Wii U|Xbox One,Platform,8.1,23 October 2014,2014-10-23,0
677925,a6414,b6085,Shin Megami Tensei: Persona 3 Portable,ATLUS,ATLUS|Ghostlight,PSP,Role-Playing,9.1,5 Jul 2010,2010-07-05,Shin Megami Tensei: Persona 3 Portable,Atlus,Atlus,PlayStation Vita|PSP,Turn-Based|Role-Playing|Simulation,8.9,06 July 2010,2010-07-06,1
691033,a6535,b6189,SIREN: Blood Curse,SCE Japan Studio,SCEI|SCEE|SCEA|SCE Australia,PlayStation 3,Action|Adventure|Survival|3D,7.9,24 Jul 2008,2008-07-24,Siren: Blood Curse,Japan Studio,Sony Computer Entertainment,PlayStation 3,Survival horror|Stealth,6.7,24 July 2008,2008-07-24,1
699513,a4611,b6292,Motocross Maniacs Advance,Konami,Konami,Game Boy Advance,Arcade|Driving/Racing,7.3,21 Mar 2002,2002-03-21,Sonic Advance 2,Sonic Team|Dimps (Co-Developer),Sega|THQ (Co-Publisher),Game Boy Advance,Platform|action,6.8,09 March 2003,2003-03-09,0
701859,a4303,b6308,Mega Man X Collection,Capcom,Capcom,GameCube|PlayStation 2,Compilation,8.7,10 Jan 2006,2006-01-10,Sonic Gems Collection,Sega,Sega,Nintendo GameCube|PlayStation 2,Compilation,7.0,16 August 2005,2005-08-16,0
776636,a388,b6735,Army Men Advance,DC Studios,3DO,Game Boy Advance,Shooter|Third-Person|3D|Action,5.7,10 Jun 2001,2001-06-10,Super Mario Advance,Nintendo Entertainment Analysis and Development,Nintendo,Emulated|Game Boy Advance|Wii U,Adventure,7.8,2001,2001-01-01,0
780741,a7130,b6750,Super Mario Maker,Nintendo,Nintendo,3DS|Wii U,Action|2D|Platformer,8.5,11 Sep 2015,2015-09-11,Super Mario Maker,Nintendo EAD Group No. 4,Nintendo,Wii U,Platform|Sandbox,8.5,11 September 2015,2015-09-11,1
785238,a7119,b6765,Super Mario 3D Land,Nintendo,Nintendo,3DS,3D|Platformer|Action,8.6,13 Nov 2011,2011-11-13,Super Monkey Ball 3D,Dimps,Sega,Nintendo 3DS,Party,5.8,27 March 2011,2011-03-27,0
814967,a5976,b6918,Riddle of the Sphinx 2: The Omega Stone,Omni Creative Group,DreamCatcher Interactive,PC,3D|Adventure|First-Person,7.4,19 Mar 2003,2003-03-19,Tales of the Orient: The Rising Sun,,,Linux|PC,Puzzle,6.5,,,0
853788,a7570,b7226,The Legend of Zelda: Oracle of Ages/Seasons,Flagship|Nintendo,Nintendo|Capcom,Game Boy Color,Adventure|Action,9.0,13 May 2001,2001-05-13,The Legend of Dragoon,SCEI,Sony Computer Entertainment,PlayStation|PlayStation 3|PlayStation Vita,Role-playing,8.3,11 June 2000,2000-06-11,0
857593,a7570,b7235,The Legend of Zelda: Oracle of Ages/Seasons,Flagship|Nintendo,Nintendo|Capcom,Game Boy Color,Adventure|Action,9.0,13 May 2001,2001-05-13,The Legend of Heroes: Trails of Zero,Nihon Falcom,,PlayStation Vita|PSP,Role-Playing,8.9,,,0
875519,a7611,b7318,The Mummy Demastered,WayForward,WayForward,Nintendo Switch|PC|PlayStation 4|Xbox One,Platformer|2D|Action,6.4,24 Oct 2017,2017-10-24,The Mummy Demastered,WayForward,WayForward,Nintendo Switch|PC|PlayStation 4,Action|Adventure,6.9,24 October 2017,2017-10-24,1
877662,a7424,b7343,The Cave (2013),Double Fine Productions,Double Fine Productions|Sega,Android|iOS (iPhone/iPad)|Linux|Macintosh|Ouya|PC|PlayStation 3|Wii U|Xbox 360,Platformer|2D|Action,7.6,22 Jan 2013,2013-01-22,The Plan (2013),Krillbite Studio,Krillbite Studio,Linux|Mac|PC,Interactive Art,6.3,10 February 2013,2013-02-10,0
884005,a7685,b7415,The Sims 3: Pets (2011),The Sims Studio,Electronic Arts,3DS|PlayStation 3|Xbox 360,Simulation,7.0,18 Oct 2011,2011-10-18,The Stanley Parable (2011),Davey Wreden,,PC,Adventure,8.0,27 July 2011,2011-07-27,0
907281,a7903,b7623,Tom Clancy's Splinter Cell: Chaos Theory 3D,,,,,,Canceled,,Tom Clancy's Rainbow Six Siege,Ubisoft Montreal,Ubisoft,PC|PlayStation 4|Xbox One,First-Person|Shooter|Tactical,8.1,November 2015,2015-11-01,0
907974,a7891,b7628,Tom Clancy's Rainbow Six Critical Hour,Ubisoft Quebec,Ubisoft,Xbox,Tactical|Action|First-Person|Shooter,6.4,14 Mar 2006,2006-03-14,Tom Clancy's Splinter Cell: Chaos Theory,Ubisoft Montreal|Ubisoft Annecy,Ubisoft,Nintendo GameCube|PC|PlayStation 2|PlayStation 3|Xbox|Xbox 360,Third-Person|Stealth,8.3,28 March 2005,2005-03-28,0
909207,a2021,b7638,Dragonriders: Chronicles of Pern,Ubisoft,Ubisoft|Red Storm Entertainment,Dreamcast|PC,Role-Playing,6.3,9 Aug 2001,2001-08-09,Tomb Raider Chronicles,Core Design,Eidos Interactive,Dreamcast|PC|PlayStation,,6.3,24 November 2000,2000-11-24,0
919152,a8048,b7744,Trapt,Paon Corporation,Tecmo|SCEA|Take-Two Interactive,PlayStation 2,Strategy,7.5,1 Nov 2005,2005-11-01,Trapt,Tecmo,Tecmo,PlayStation 2,Action|Strategy,7.5,01 November 2005,2005-11-01,1
922773,a8098,b7780,Tropico,PopTop Software|Various|BreakAway Games,MacSoft|ak tronic|Take-Two Interactive|E-Frontier|Gathering,Macintosh|PC,Management|Strategy,8.3,5 Apr 2001,2001-04-05,Tropico,PopTop Software,Gathering of Developers (Windows)|MacSoft/Feral Interactive (Mac),PC,Strategy|Simulation,6.9,24 April 2001,2001-04-24,1
924637,a2528,b7811,FIFA Soccer (2012),Electronic Arts,EA Sports|Electronic Arts,PlayStation Vita,Team-Based|Simulation|Soccer|Sports,8.1,15 Feb 2012,2012-02-15,Twisted Metal (2012),Eat Sleep Play,Sony Computer Entertainment,PlayStation 3,Car Combat,6.6,14 February 2012,2012-02-14,0
924719,a8129,b7812,Twisted Metal 4,989 Studios,989 Studios,PlayStation,Simulation,7.8,31 Oct 1999,1999-10-31,Twisted Metal 4,989 Studios,Sony Computer Entertainment,PlayStation,Vehicular combat,6.7,31 October 1999,1999-10-31,1
942889,a8344,b8011,Volume,Mike Bithell,Mike Bithell|Limited Run Games,Macintosh|PC|PlayStation 4|PlayStation Vita,Adventure|Action,6.7,18 Aug 2015,2015-08-18,Volume,Bithell Games,Bithell Games,PC|PlayStation 4|PlayStation Vita,Action,7.6,18 August 2015,2015-08-18,1
968092,a2599,b8229,Final Fantasy XV,Square Enix,Square Enix|Koch Media,PC|PlayStation 4|Xbox One,Action|Role-Playing,7.7,29 Nov 2016,2016-11-29,World of Final Fantasy,Square Enix,Square Enix,PC|PlayStation 4|PlayStation Vita,Third-Person|Top-Down|Role-Playing,7.8,25 October 2016,2016-10-25,0
976887,a8785,b8312,Yakuza,Amusement Vision|Ryu ga Gotoku Studios,Sega|Deep Silver,PlayStation 2|PlayStation 3|PlayStation 4,Adventure|Action,8.2,5 Sep 2006,2006-09-05,Yakuza,Amusement Vision,Sega,Emulated|PlayStation 2|PlayStation 3,Action-adventure,8.1,05 September 2006,2006-09-05,1
981886,a8825,b8382,Yu-Gi-Oh! Forbidden Memories,KCEJ,Konami,PlayStation,Card Game,6.7,20 Mar 2002,2002-03-20,Yu-Gi-Oh! GX Tag Force 3,Konami,Konami,PSP,Card Game,7.0,,,0
982855,a8833,b8387,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,KCEJ,Konami,Game Boy Advance,Card Game,7.7,8 Apr 2003,2003-04-08,Yu-Gi-Oh! Power of Chaos: Kaiba the Revenge,Konami,Konami,PC,Turn-Based|Card Game|Strategy,6.0,07 April 2004,2004-04-07,0
3397,a32,b36,2014 FIFA World Cup Brazil,EA Canada,EA Sports|Electronic Arts,PlayStation 3|Xbox 360,Team-Based|Simulation|Soccer|Sports,7.0,15 Apr 2014,2014-04-15,2014 FIFA World Cup Brazil,EA Canada,EA Sports,PlayStation 3|Xbox 360,Sports,7.1,15 April 2014,2014-04-15,1
4572,a50,b53,50 Cent: Blood on the Sand,Swordfish Studios,Bethesda Softworks|THQ,PlayStation 3|Xbox 360,Shooter|Third-Person|3D|Action,6.7,24 Feb 2009,2009-02-24,50 Cent: Blood on the Sand,Swordfish Studios,THQ,PlayStation 2|PlayStation 3|Xbox 360,Third-Person|Shooter,6.7,24 February 2009,2009-02-24,1
18863,a123,b180,Adventure Time: The Secret of the Nameless Kingdom,WayForward,Little Orbit|Bergsala-Lightweight,3DS|PC|PlayStation 3|PlayStation Vita|Xbox 360,Action|Adventure,2.3,18 Nov 2014,2014-11-18,Adventure Time: Finn and Jake's Epic Quest,NGD Studios,Cartoon Network Games,PC,Action|Adventure,5.3,11 April 2014,2014-04-11,0
35744,a242,b300,Alone in the Dark: The New Nightmare,Darkworks|Pocket Studios|Spiral House,Infogrames|Sold Out Software|CyberFront|Atari SA|Capcom|SCEA,Dreamcast|Game Boy Color|PC|PlayStation|PlayStation 2,Action|Adventure|Survival|3D,7.2,18 Jun 2001,2001-06-18,Alone in the Dark: The New Nightmare,Darkworks|Spiral House (Windows/PS2),Infogrames,Dreamcast|Game Boy Color|PC|PlayStation|PlayStation 2,Survival horror|action adventure,6.3,18 June 2001,2001-06-18,1
36087,a1798,b306,Digimon World,Bandai|Flying Tiger Development,Multi Enterprise|Bandai,PC|PlayStation,Management|Role-Playing,7.6,23 May 2000,2000-05-23,Alter World,,,PC,Platform|Puzzle,5.8,,,0
52441,a432,b483,Assassin's Creed Chronicles: India,Climax Group,Ubisoft,PC|PlayStation 4|Xbox One,Adventure|Action,6.4,12 Jan 2016,2016-01-12,Assassin's Creed: Syndicate - The Last Maharaja,,Ubisoft,PC|PlayStation 4|Xbox One,Action|Adventure,6.3,01 March 2016,2016-03-01,0
68204,a593,b626,Batman: The Enemy Within - The Telltale Series,Telltale Games,Telltale Games|Warner Bros. Interactive Entertainment,Android|iOS (iPhone/iPad)|Macintosh|PC|PlayStation 4|Xbox One,Adventure,8.2,8 Aug 2017,2017-08-08,Batman: The Enemy Within - Episode 1: The Enigma,Telltale Games,Telltale Games,PC|PlayStation 4|Xbox One,Point-and-Click|Third-Person|Adventure,8.1,08 August 2017,2017-08-08,1
90378,a807,b829,BloodRayne 2,Terminal Reality,Majesco Games|SCEA|THQ,PC|PlayStation 2|Xbox,Action|Shooter|Third-Person|3D,7.9,12 Oct 2004,2004-10-12,BloodRayne 2,Terminal Reality,Majesco|THQ (Europe),PC|PlayStation 2|Xbox,Hack and slash|Action,7.1,12 October 2004,2004-10-12,1
100371,a872,b909,Borderlands: The Handsome Collection,Gearbox Software,2K Games,PlayStation 4|Xbox One,Compilation,8.7,24 Mar 2015,2015-03-24,Borderlands: The Handsome Collection,Gearbox Software|Armature Studio|Iron Galaxy Studios,2K Games,PlayStation 4|Xbox One,First-Person|Shooter,9.2,24 March 2015,2015-03-24,1
115079,a1021,b1050,Call of Duty: Ghosts,Infinity Ward|Treyarch,Activision|Square Enix,PC|PlayStation 3|PlayStation 4|Wii U|Xbox 360|Xbox One,Action|First-Person|Shooter|3D,5.8,5 Nov 2013,2013-11-05,Call of Duty: Black Ops II - Zombies,,,PC,,5.0,,,0
115328,a1017,b1051,Call of Duty: Black Ops II,Treyarch,Activision|Square Enix,PC|PlayStation 3|Wii U|Xbox 360,Shooter|3D|Action|First-Person,7.0,12 Nov 2012,2012-11-12,Call of Duty: Black Ops - Multiplayer,,,PC,,7.1,,,0
155321,a4245,b1368,MechAssault: Phantom War,Backbone Entertainment,Majesco Games|Eidos Interactive,DS,Simulation,7.5,12 Sep 2006,2006-09-12,Cossacks: Back to War,GSC Game World,Strategy First,PC,Real-Time|Strategy,6.0,,,0
166039,a1520,b1500,Dance on Broadway,Longtail Studios,Ubisoft,PlayStation 3|Wii,Music/Rhythm,4.2,15 Jun 2010,2010-06-15,Dance Central,Harmonix Music Systems,MTV Games,Xbox 360,Music|Rhythm|Exercise,8.0,04 November 2010,2010-11-04,0
179103,a1611,b1598,Dead Island,Techland,Deep Silver|Auran|Zoo Corporation|Spike|Spike Chunsoft,Linux|Macintosh|PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Action|3D|Adventure|Survival,7.7,5 Sep 2011,2011-09-05,Dead Island: Epidemic,Stunlock Studios,Deep Silver,PC,Moba,6.6,,,1
182490,a1635,b1620,Dead Space Ignition,Sumo Digital,Electronic Arts,PlayStation 3|Xbox 360,Puzzle|Action,4.6,12 Oct 2010,2010-10-12,Dead Space 2: Severed DLC,Visceral Games,Electronic Arts,PC|PlayStation 3|Xbox 360,Third-Person|Shooter|Survival Horror,7.7,01 March 2011,2011-03-01,0
186443,a1651,b1651,Deadly Creatures,Rainbow Studios,THQ,Wii,3D|Action|Platformer,7.6,9 Feb 2009,2009-02-09,Deadly 30,Headup Games,,PC,Action,6.7,,,0
206911,a7120,b1851,Super Mario 3D World,Nintendo,Nintendo,Wii U,Platformer|Action|3D,8.9,22 Nov 2013,2013-11-22,Disney Magical World,h.a.n.d.,Nintendo,Nintendo 3DS,Simulation,7.0,11 April 2014,2014-04-11,0
227173,a1972,b1993,Dragon Ball Z: Budokai 2,Pyramid|Dimps Corporation,Bandai|Atari SA,GameCube|PlayStation 2,3D|Fighting|Action,7.8,4 Dec 2003,2003-12-04,Dragon Ball Z: Budokai 2,Dimps,Namco Bandai Games|Atari|Bandai,Nintendo GameCube|PlayStation 2,Fighting|Action,7.5,05 December 2003,2003-12-05,1
229441,a1956,b2002,Dragon Age: Inquisition,BioWare|Electronic Arts,BioWare|Electronic Arts,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Role-Playing|Action|Third-Person|Adventure|3D,8.0,18 Nov 2014,2014-11-18,Dragon Ball Z: Hyper Dimension,TOSE,Bandai,Super Nintendo,Fighting|Action,7.8,,,0
229857,a1959,b2004,Dragon Ball: Evolution,Dimps Corporation,Bandai Namco Games|Namco Bandai Games,PSP,Action,2.8,8 Apr 2009,2009-04-08,Dragon Ball Z: Infinite World,Dimps,Atari Games,PlayStation 2,Fighting,7.0,04 November 2008,2008-11-04,0
230966,a4072,b2006,Magic Ball 2: New Worlds,Dream Dale,Big Fish Games|MumboJumbo,PC,Puzzle,8.6,30 Dec 2004,2004-12-30,Dragon Ball Z: Sagas,Avalanche Software,Atari,Nintendo GameCube|PlayStation 2|Xbox,Action|Adventure,5.4,22 March 2005,2005-03-22,0
232027,a4072,b2010,Magic Ball 2: New Worlds,Dream Dale,Big Fish Games|MumboJumbo,PC,Puzzle,8.6,30 Dec 2004,2004-12-30,Dragon Ball Z: Super Butouden 2,,Bandai,Super Nintendo,Fighting,5.9,,,0
241730,a2007,b2035,Dragon Quest Monsters: Joker,TOSE,Square Enix,DS,Management|Role-Playing,8.4,6 Nov 2007,2007-11-06,Dragon Quest V: Hand of the Heavenly Bride,Chunsoft ArtePiazza|Matrix Software (PS2) ArtePiazza (NDS),Enix Corporation (SFC)|Square Enix (PS2|NDS),Android|iOS|Nintendo 3DS|Nintendo DS|PlayStation 2|Super Nintendo,Role-Playing,8.6,,,0
244107,a2017,b2044,Dragon Warrior I & II,TOSE|ChunSoft,Enix Corporation,Game Boy Color|Super Nintendo,Compilation,8.6,27 Sep 2000,2000-09-27,Dragon Warrior Monsters 2: Cobi's Journey,Tose,Enix,Game Boy Advance|Game Boy Color,Role-Playing,9.4,15 September 2001,2001-09-15,0
267738,a2244,b2268,Enter the Gungeon,Dodge Roll,Devolver Digital|Dodge Roll|GHI Media|LLC,Linux|Macintosh|Nintendo Switch|PC|PlayStation 4|Xbox One,Action,8.0,5 Apr 2016,2016-04-05,Enter the Gungeon,Dodge Roll,Devolver Digital,Nintendo Switch|PC|PlayStation 4,Roguelike,7.9,05 April 2016,2016-04-05,1
275384,a2402,b2356,F1 2010,Codemasters Birmingham,Codemasters,PC|PlayStation 3|Xbox 360,Driving/Racing|Simulation,8.2,21 Sep 2010,2010-09-21,F1 2011,Codemasters Birmingham,Codemasters,PC|PlayStation 3|PlayStation Vita|Xbox 360,Racing,7.3,20 September 2011,2011-09-20,0
291353,a2579,b2539,Final Fantasy Origins,TOSE,SquareSoft|Square Enix|SCEA|Infogrames,PlayStation,Compilation,8.2,8 Apr 2003,2003-04-08,Final Fantasy Crystal Chronicles,The Game Designers Studio,Nintendo,Nintendo GameCube,Action RPG,7.6,09 February 2004,2004-02-09,0
294782,a2567,b2555,Final Fantasy Crystal Chronicles: The Crystal Bearers,Square Enix,Square Enix,Wii,Action|Role-Playing,7.3,26 Dec 2009,2009-12-26,Final Fantasy IV: The After Years,Matrix Software|Square Enix,,Android|iOS|PC|PlayStation Vita|PSP|Wii,Role-Playing,7.0,01 June 2009,2009-06-01,0
304103,a2618,b2604,Fire Fight,Chaos Works,Electronic Arts,PC,Action,8.0,31 May 1996,1996-05-31,Final Fight 3,Capcom,Capcom,Super Nintendo|Wii U,Beat 'em up,7.0,January 1996,1996-01-01,0
312090,a8637,b2672,Worldwide Soccer Manager 2008,Sports Interactive,Sega|Sega Europe,Macintosh|PC|PSP|Xbox 360,Team-Based|Management|Soccer|Sports,8.4,23 Oct 2007,2007-10-23,Football Manager 2015,Sports Interactive,Sega,PC,Simulation|Sports,8.7,,,0
316975,a213,b2727,Alien Resurrection,Argonaut Games,Fox Interactive,PlayStation,Action|First-Person|Shooter|3D,6.5,10 Oct 2000,2000-10-10,Frederic: Resurrection of Music,Forever Entertainment,,PC,Music/Rhythm,6.1,,,0
318094,a7955,b2745,Top Gear Rally (1997),Boss Game Studios,Kemco,Nintendo 64,Simulation|Driving/Racing,7.2,October 1997,1997-10-01,Frogger (1997),SCE Cambridge Studio,Hasbro Interactive Inc.,PC|PlayStation,Arcade|Action,6.1,03 November 1997,1997-11-03,0
334179,a2883,b2872,Ghost in the Shell,Exact,SCEE|SCEI|THQ,PlayStation,Simulation,7.8,31 Oct 1997,1997-10-31,Ghost in the Shell,Exact,THQ|SCEE,PlayStation,Third-Person|Action|Shooter,7.5,03 November 1997,1997-11-03,1
336447,a2912,b2897,Glory of Heracles,Paon Corporation,Nintendo,DS,Role-Playing,7.5,18 Jan 2010,2010-01-18,Glory of Heracles,Paon|Studio Saizensen,Nintendo,Nintendo DS,RPG,7.0,18 January 2010,2010-01-18,1
339688,a2954,b2925,GoldenEye 007 (2010),n-Space|Eurocom Entertainment Software,Activision|Nintendo,DS|Wii,Shooter|3D|Action|First-Person,8.4,2 Nov 2010,2010-11-02,GoldenEye 007 (2010),Eurocom|n-Space(DS),Activision|Nintendo (Japan),Wii,First-person shooter,7.3,02 November 2010,2010-11-02,1
346681,a3044,b3021,Grotesque Tactics 2: Dungeons & Donuts,Silent Dreams,Headup Games|Meridian4,PC,Turn-Based|Strategy,5.5,21 Nov 2011,2011-11-21,Grotesque Tactics 2: Dungeons and Donuts,Silent Dreams|Headup Games,Meridian4,PC,Adventure|Role-Playing,6.0,21 November 2011,2011-11-21,1
352480,a3083,b3060,Guitar Hero II,Harmonix Music Systems,RedOctane|Activision,PlayStation 2|Xbox 360,Music/Rhythm,9.0,7 Nov 2006,2006-11-07,Guitar Hero III: Legends of Rock,Neversoft (Xbox 360 &amp; PS3)|Aspyr Media (PC &amp; Mac)|Vicarious Visions (Wii)|Budcat Creations (PS2)|RedOctane (PS2),Activision,PC|PlayStation 2|PlayStation 3|Wii|Xbox 360,Rhythm,8.0,28 October 2007,2007-10-28,0
358077,a1266,b3134,Color Guardians,Fair Play Labs,Niffler Ltd|Fair Play Labs|CrossFunction,Macintosh|PC|PlayStation 4|PlayStation Vita,3D|Action|Platformer,5.1,12 May 2015,2015-05-12,Halo 5: Guardians,343 Industries,Microsoft Studios,Xbox One,First-Person|Shooter,7.7,27 October 2015,2015-10-27,0
395978,a272,b3494,Among the Sleep,Krillbite Studio,Krillbite Studio|Soedesco,Linux|Macintosh|PC|PlayStation 4|Xbox One,3D|Adventure|First-Person,7.0,31 Dec 2014,2014-12-31,J.U.L.I.A.: Among the Stars,CBE Software,CBE Software,PC,Point-and-Click|Adventure,7.2,12 September 2014,2014-09-12,0
404185,a8128,b3604,Twisted Metal (2012),Eat Sleep Play,SCE Australia|SCEA|SCEI|SCEE,PlayStation 3,Simulation,8.2,14 Feb 2012,2012-02-14,Karateka (2012),Liquid Entertainment,D3 Publisher,PC|Xbox 360,Action|Adventure|Fighting,6.1,07 November 2012,2012-11-07,0
407065,a3691,b3653,King of Fighters R-2,SNK,SNK,NeoGeo Pocket Color,2D|Action|Fighting,8.3,30 Apr 1999,1999-04-30,King of Demons,Nihon Soft System,,Super Nintendo,Action|Platform,6.8,,,0
419948,a861,b3722,Bonk 3: Bonk's Big Adventure,Hudson,Turbo Technologies|Inc.|Hudson|Hudson Soft|D4 Enterprise|Konami,Turbo CD|TurboGrafx-16,Action|Platformer|2D,7.7,1993,1993-01-01,Kirby's Adventure,HAL Laboratory,Nintendo,Emulated|NES|Nintendo 3DS|Wii|Wii U,,7.9,01 May 1993,1993-05-01,0
